start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-07-03T12:04:01.937+03:00,2019-07-03T12:07:16.538+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Abdullah,SCI,,YE17,YE1726,Alkhamis Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,140,140,,,yes,yes,,500,500,,,YE18,Wholesaler,2,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60432210,b092fb32-b82a-49a1-92f3-59f5bc406bb4,2019-07-03T09:07:16,,139
2019-07-03T12:07:16.933+03:00,2019-07-03T12:10:54.516+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Abdullah,SCI,,YE17,YE1726,Alkhamis Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Water_Spring,no,2500,1,,5,no,,,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,the price of the one cubic meter of water truck is high because it is a rural area and no high demand of this service.,v2ZtbFxdMLUeS6K3smMjSx,60432507,9200d20a-ae9d-4cb4-941d-9cf81765dc64,2019-07-03T09:10:54,,140
2019-07-03T12:10:55.049+03:00,2019-07-03T12:15:45.390+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Abdullah,SCI,,YE17,YE1726,Alaman Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60432928,8f6fb7fa-94db-4a86-8110-40ba2dbd82d3,2019-07-03T09:15:47,,141
2019-07-02T11:41:39.759+03:00,2019-07-02T11:43:32.873+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2404,Banafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,90,90,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60290999,234f9bfa-5113-4d5e-a946-1b4b3bd4c183,2019-07-02T08:43:33,,4
2019-07-02T11:38:49.661+03:00,2019-07-02T11:41:39.573+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2404,Banafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,the market doesn't sell fuel. Also the exchange shops are currently closed due to the aids' distributions and payrolls of local salaries,v2ZtbFxdMLUeS6K3smMjSx,60290787,09868718-a494-4742-a000-085fc4bd7722,2019-07-02T08:41:47,,5
2019-07-02T11:35:12.260+03:00,2019-07-02T11:38:49.522+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2404,Banafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,the market doesn't provide water trucking services,v2ZtbFxdMLUeS6K3smMjSx,60290594,390b0383-770d-49b8-8278-083d163c1a1f,2019-07-02T08:38:50,,6
2019-07-02T11:13:27.940+03:00,2019-07-02T11:15:17.613+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,no exchange shops,v2ZtbFxdMLUeS6K3smMjSx,60290346,8ba6bc48-213c-4d77-b20f-4cba2f24a2a3,2019-07-02T08:35:37,,7
2019-07-02T11:06:07.888+03:00,2019-07-02T11:10:02.381+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,2.5,Private,Pumping_Station_or_Borehole,no,1000,3,,5,yes,5000,13000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60290319,c793266c-fa40-4d75-baab-65fcff2ea35c,2019-07-02T08:35:25,,8
2019-07-02T11:10:03.145+03:00,2019-07-02T11:13:26.675+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,yes,yes,,350,350,,,YE24,3,Price_inflation Supply_shortage Transportation_issues Other_see_next_question,1,0,0,0,1,0,1,1,0,0,0,the security in check points requests money in order they permit the fuel truck to pass,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,the market doesn't have exchange shops,v2ZtbFxdMLUeS6K3smMjSx,60290322,7644a00d-1fc3-4118-a6e2-d77a20d6ab24,2019-07-02T08:35:25,,9
2019-07-02T11:15:19.057+03:00,2019-07-02T11:19:22.029+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2404,Banafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,the exchange shops are currently closed in most areas due to the payrolls and aids' distribution of the NGOs,v2ZtbFxdMLUeS6K3smMjSx,60290324,4c44c9fe-a5c8-4b6e-88e0-42af4b61c685,2019-07-02T08:35:26,,10
2019-07-02T11:19:22.988+03:00,2019-07-02T11:21:34.521+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2404,Banafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,90,90,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60290325,adb67e0b-917d-4a0d-9108-e4ecfd7d88ef,2019-07-02T08:35:27,,11
2019-07-02T11:03:46.520+03:00,2019-07-02T11:06:07.185+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60290318,69904c2f-c7af-4138-a38f-b87e9df74c24,2019-07-02T08:35:22,,13
2019-07-02T11:01:42.915+03:00,2019-07-02T11:03:45.813+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,the market doesn't sell fuel,v2ZtbFxdMLUeS6K3smMjSx,60290344,a7961201-ee7f-4803-a621-137c8ef0d725,2019-07-02T08:35:36,,43
2019-07-02T10:59:52.262+03:00,2019-07-02T11:01:42.316+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,564,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60290315,7cfe04b3-e8f3-427f-b01d-a5e1906cb7a6,2019-07-02T08:35:21,,12
2019-07-02T10:57:40.343+03:00,2019-07-02T10:59:51.493+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,no,,,,,,,YE24,3,Price_inflation Supply_shortage Transportation_issues Other_see_next_question,1,0,0,0,1,0,1,1,0,0,0,the security in check points requests fees,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,564,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,the market doesn't sell diesel.,v2ZtbFxdMLUeS6K3smMjSx,60290313,c498c897-3df8-4ca2-964f-6e14382c8778,2019-07-02T08:35:21,,14
2019-07-02T10:55:23.585+03:00,2019-07-02T10:57:39.812+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,564,,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,the market doesn't provide water trucking services,v2ZtbFxdMLUeS6K3smMjSx,60290302,cb444d63-02cb-43f9-a54b-53395f5bd405,2019-07-02T08:35:13,,15
2019-07-02T10:52:40.889+03:00,2019-07-02T10:55:23.043+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,564,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60287079,c3c857d2-8594-4de2-9b73-29cb96887155,2019-07-02T07:55:24,,21
2019-07-02T10:49:18.891+03:00,2019-07-02T10:52:40.403+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,564,,no,,,,,,,,,,,,,,,,yes,yes,no,no,yes,yes,The market doesn't sell fuel,v2ZtbFxdMLUeS6K3smMjSx,60286837,73a04a6f-79f3-4c83-9763-4ecde1a0d11b,2019-07-02T07:52:41,,22
2019-07-02T10:46:55.103+03:00,2019-07-02T10:49:18.529+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,the market doesn't have exchange shops,v2ZtbFxdMLUeS6K3smMjSx,60286494,c1c29583-4790-4547-8dca-ab3c95115067,2019-07-02T07:49:19,,23
2019-07-02T10:45:59.691+03:00,2019-07-02T10:46:54.803+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,the market is not selling fuel,v2ZtbFxdMLUeS6K3smMjSx,60286355,58fda340-f47c-43d1-b6e9-70050563830c,2019-07-02T07:46:55,,24
2019-07-02T10:36:21.678+03:00,2019-07-02T10:45:59.437+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Treatment_Station,no,5000,10,,10,yes,25000,28000,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,The water trucking prices are very high because this service is not available and the distance of the water source is far from the community.,v2ZtbFxdMLUeS6K3smMjSx,60286306,b72b38e5-aba0-4208-ad18-e619d04fe6bf,2019-07-02T07:45:59,,25
2019-07-02T10:31:38.375+03:00,2019-07-02T10:36:21.513+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60285109,f16fbad5-fac1-403a-bced-fe540e91f18c,2019-07-02T07:36:22,,26
2019-07-02T10:05:42.489+03:00,2019-07-02T10:31:38.267+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-07-24,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,no,,,,,,,YE24,3,Price_inflation Supply_shortage Transportation_issues Other_see_next_question,1,0,0,0,1,0,1,1,0,0,0,the security check points demand money,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,The market doesn't have exchange shops,v2ZtbFxdMLUeS6K3smMjSx,60284645,ef6d02fa-c4ff-47b1-abd5-022ed6a324fa,2019-07-02T07:31:40,,27
2019-07-02T11:49:01.099+03:00,2019-07-02T11:51:21.146+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Yaseen,SCI,,YE25,YE2508,Almilah Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2000,4,,12,yes,8000,12000,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,High prices of fuel,yes,565,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60291953,4ceda2bf-a28b-49e5-bb83-9d238bdab219,2019-07-02T08:51:22,,1
2019-07-02T11:46:59.782+03:00,2019-07-02T11:49:00.778+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Yaseen,SCI,,YE25,YE2508,Almilah Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Prepaid_cards,1,0,0,1,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,150,150,,,yes,yes,,500,500,,,YE25,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,565,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60291714,5539b6ac-514c-433c-8188-2990ae71ac39,2019-07-02T08:49:01,,2
2019-07-02T11:43:33.074+03:00,2019-07-02T11:46:59.478+03:00,2019-07-02,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Yaseen,SCI,,YE25,YE2508,Almilah Market,Rural,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,340,340,,,yes,yes,,350,350,,,YE19,3,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,565,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60291495,60841f20-c3e2-4669-9651-1d1eeac80c2d,2019-07-02T08:47:00,,3
2019-07-03T10:16:31.464+03:00,2019-07-03T10:28:13.546+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,350,350,,,YE24,5,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,fuel shortage,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,The market doesn't sell petrol.,v2ZtbFxdMLUeS6K3smMjSx,60424184,395920d7-d342-4d81-a838-f4b2e8e1aff8,2019-07-03T07:28:12,,118
