X.U.FEFF.X.U.FEFF.start_,end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,password_incorrect_001,foodcare_info,nficare_info,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_002,password_incorrect_003,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,X_uuid,X_submission_time,X_validation_status,X_index,X,X.1
2019-10-29T11:16:24.300+03:00,2019-10-29T11:25:52.114+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-27,عادل,NFDHR,,YE23,YE2307,Bani matar sooq (matnah) 2,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,1500,1500,5,,,5,yes,9000,0,,1,0,0,1,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_market dmg_storage,1,0,1,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72472947,8bb638ed-ee33-4ddc-ab04-d38c9ac68dfa,2019-10-28T08:11:58,,86,,
2019-10-29T11:28:37.613+03:00,2019-10-29T11:42:49.570+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,عادل البروي,NFDHR,,YE23,YE2307,Bani matar sooq (matnah) 3,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,15,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,,,,14,yes,12000,0,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_market dmg_storage,1,0,1,0,0,0,,road electrical,1,1,0,0,0,,yes,yes,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72477466,754bdfac-2dd0-4816-8778-a27ebf61f7fa,2019-10-28T08:50:52,,87,,
2019-10-31T20:33:36.217+03:00,2019-10-31T20:39:26.261+03:00,2019-10-31,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,عادل,NFDHR,,YE23,YE2307,Bani matar rural sooq ,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,0,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Treatment_Station,no,yes,,1750,1750,5,,,5,no,,,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_market,1,0,0,0,0,0,,road,1,0,0,0,0,,yes,no,yes,no,yes,no,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72460926,a81f3a40-a4dd-4ec8-8e27-4341af8c55a7,2019-10-28T05:20:41,,64,,
2019-10-24T10:52:24.646+03:00,2019-10-28T09:15:50.967+03:00,2019-10-24,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-20,Ahmed Ail Hady,NRC,,YE17,YE1713,Public - Main -Road,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,1,800,800,,,yes,no,20,11000,550,,,YE17,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,no,20,150,75,,,,yes,no,75,150,160,,,yes,yes,,90,90,,,yes,yes,,600,600,,,YE17,Vendor,8,Price_inflation Shortage_of_demand Insecurity_and_instability Transportation_issues,1,0,1,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,3500,3500,5,,,10,yes,4000,4000,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_storage,0,0,1,0,0,0,,,,,,,,,yes,no,yes,no,yes,no,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72462273,0e73a405-e2ff-45f9-85bc-bb9f7fe45c8e,2019-10-28T05:46:04,,66,,
2019-10-24T12:21:51.960+03:00,2019-10-28T09:46:38.080+03:00,2019-10-24,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-20,Ahmed Ali,NRC,,YE17,YE1713,Shamer,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,440,440,,,YE17,5,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE17,Vendor,5,Price_inflation Liquidity_shortage Shortage_of_demand Transportation_issues,1,1,1,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Treatment_Station,no,yes,,4000,4000,5,,,10,yes,4000,4000,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_market,1,0,0,0,0,0,,road,1,0,0,0,0,,yes,no,yes,no,yes,no,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72462290,3b51743e-e23e-44e0-95c0-7c7374e9f19a,2019-10-28T05:46:38,,67,,
2019-10-24T11:44:38.657+03:00,2019-10-28T09:55:29.335+03:00,2019-10-24,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-20,Ahmed Ali,NRC,,YE17,YE1713,Shamer,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,1,700,700,,,yes,no,1,500,500,,,YE17,5,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,no,250,500,160,,,yes,no,700,500,71,,,yes,yes,,500,500,,,YE17,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,yes,yes,,6000,6000,5,,,6,yes,6000,7000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,573,,yes,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,no,yes,yes,no,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72418460,a7c84c4b-1f35-41a7-b0fe-7b4b74a8a294,2019-10-27T11:52:00,,37,,
2019-10-23T15:05:16.045+03:00,2019-10-27T16:11:35.657+03:00,2019-10-23,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-23,Ibraheem,NRC,,YE17,YE1715,old market,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,10000,500,,,yes,no,20,12500,625,,,YE17,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,150,150,,,,yes,no,80,250,250,,,yes,no,500,500,100,,,yes,yes,,600,600,,,YE17,Wholesaler,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,yes,yes,,5000,5000,5,,,6,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,572,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72421103,af9864fe-5da7-4f65-a436-d9a4e17f6d28,2019-10-27T12:14:04,,38,,
2019-10-24T10:10:00.122+03:00,2019-10-28T09:27:29.059+03:00,2019-10-24,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-20,Ibraheem,NRC,,YE17,YE1715,AlMakhderah,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,10000,500,,,yes,no,20,12500,625,,,YE17,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,150,150,,,,yes,no,75,150,160,,,yes,no,100,500,500,,,yes,yes,,500,500,,,YE17,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,yes,yes,,4000,4000,7,,,7,yes,3500,4000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72423251,24c52944-b75a-4b68-b8a6-61101788b84b,2019-10-27T12:33:22,,39,,
2019-10-27T10:32:14.253+03:00,2019-10-28T11:05:59.381+03:00,2019-10-27,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-21,Buayih,NRC,,YE18,YE1802,Al-Luheyah,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,800,800,,,YE18,12,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,140,140,,,,yes,yes,,150,150,,,yes,yes,,110,110,,,yes,yes,,400,400,,,YE18,Wholesaler,14,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,Do_not_know,yes,,12000,12000,7,,,7,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,570,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72442666,862f4904-a8cc-4f4b-a0b5-0dde1195f692,2019-10-27T18:05:06,,44,,
2019-10-27T10:03:03.093+03:00,2019-10-28T11:45:34.560+03:00,2019-10-27,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-21,Buayih,NRC,,YE18,YE1802,Alluheyah,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,800,800,,,YE18,15,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,no,5,70,140,,,,yes,yes,,150,150,,,yes,yes,,110,110,,,yes,yes,,400,400,,,YE18,Vendor,14,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,This market does not have diesel but there is a black market sell diesel with high price,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72774506,11355351-a876-462e-b4d0-eed93b12cb0e,2019-10-30T12:00:56,,147,,
2019-10-27T21:09:15.965+03:00,2019-10-27T22:38:06.239+03:00,2019-10-27,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-27,Ail,NRC,,YE18,YE1806,Line Annum,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,7,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,,,,,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,80,80,,,,yes,yes,,170,170,,,yes,yes,,120,120,,,yes,yes,,650,650,,,YE18,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72775619,a3d69c45-428f-4a00-8955-735488f92737,2019-10-30T12:07:39,,148,,
2019-10-27T20:25:44.396+03:00,2019-10-28T08:45:19.641+03:00,2019-10-27,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-27,Ali,NRC,,YE18,YE1806,Al Mquat  Bazaar,Urban,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,7,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,,,,,yes,Cash Mobile_money Credit_debit_Card,1,1,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,,yes,yes,,250,250,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE18,Wholesaler,7,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,584,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,There is a black market that sell diesel with high price,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72777268,d1c5331e-d24a-4de4-807d-b966229bf9f2,2019-10-30T12:18:45,,150,,
2019-10-27T08:31:37.202+03:00,2019-10-27T14:42:43.405+03:00,2019-10-27,ee.humanitarianresponse.info:uXp6YqLfAfikQWLH,2019-10-27,Tawfig,OXFAM,,YE17,YE1704,Shafar Market,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash Credit_debit_Card Bartering,1,0,1,0,0,0,1,0,0,,yes,yes,,180,180,,,no,,,,,,,,yes,yes,,160,160,,,yes,yes,,160,160,,,yes,yes,,500,500,,,YE18,Wholesaler,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,584,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72778127,9fec12c2-4fa6-47a9-a5a0-f1f390ff9da4,2019-10-30T12:26:01,,151,,
2019-10-27T14:51:29.464+03:00,2019-10-27T15:10:57.230+03:00,2019-10-27,ee.humanitarianresponse.info:uXp6YqLfAfikQWLH,2019-10-27,Tawfig,OXFAM,,YE17,YE1704,Abs Market,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,400,400,,,YE18,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,,yes,yes,,150,150,,,yes,yes,,160,160,,,yes,yes,,600,600,,,YE17,Wholesaler,7,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,There is a black market that diesel is sold in it with a high price,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72779738,4ac309a4-c6d9-4759-975d-898e2f7a1dbc,2019-10-30T12:38:44,,152,,
2019-10-27T15:12:13.730+03:00,2019-10-27T15:30:21.497+03:00,2019-10-27,ee.humanitarianresponse.info:uXp6YqLfAfikQWLH,2019-10-27,Tawfig,OXFAM,,YE17,YE1704,AL Mofarej Market,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,400,400,,,YE17,9,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,120,120,,,,yes,yes,,200,200,,,yes,yes,,200,200,,,yes,yes,,600,600,,,YE17,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72780747,2038906c-6942-40a4-946f-c6850c8958e1,2019-10-30T12:45:05,,153,,
2019-10-27T20:32:56.618+03:00,2019-10-27T20:43:40.345+03:00,2019-10-27,ee.humanitarianresponse.info:uXp6YqLfAfikQWLH,2019-10-27,Fatemah,OXFAM,,YE17,YE1712,Al Reme,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,500,500,,,YE17,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,220,220,,,,yes,yes,,180,180,,,yes,yes,,200,200,,,yes,yes,,500,500,,,YE17,Vendor,15,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,There is a black market that diesel is sold with high price,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72783520,3eee69fc-be50-4fd2-98bb-68a1ed8a47f9,2019-10-30T12:59:57,,155,,
2019-10-27T20:53:48.917+03:00,2019-10-27T21:04:36.077+03:00,2019-10-27,ee.humanitarianresponse.info:uXp6YqLfAfikQWLH,2019-10-26,Tawfig,OXFAM,,YE17,YE1712,Shoqabah Marketing,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,500,500,,,YE17,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,170,,,yes,yes,,200,200,,,,yes,yes,,180,180,,,yes,yes,,180,180,,,no,,,,,,,YE17,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72783999,746d5049-09d4-45f9-93f0-b4d597b80d64,2019-10-30T13:04:43,,156,,
2019-10-30T14:43:32.860+03:00,2019-10-30T15:00:11.773+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1305,Bait Baws,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE18,2,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72764110,844a4f1f-4d6e-4572-ba9f-01ce11b1eadf,2019-10-30T11:07:18,,142,,
